Proteins,ECC,GO,Subcell
YDR427W,6.21589436,127.1166667,0
YDL200C,1.684823455,467,0
YMR106C,2.903090512,262.0524226,4
YER126C,5.083318734,137.3333333,144.5
YNL189W,2.472222222,294.45,0
YOR061W,4.602583722,157.0517536,0
YGR002C,5.321090003,135.5333333,38
YPR108W,8.646909783,82.57678571,0
YNL107W,5.268359132,133.8,0
YJR022W,3.863327477,181.7666667,20.5
YDL126C,3.454484034,201.1559579,0
YIL142W,2.650121588,261.75,0
YJR121W,2.74420217,248.8071429,0
YPL043W,6.250451834,108.3647547,0
YGR092W,2.94714982,228.3907037,0
YLR180W,2.428953476,275.9857143,0
YDL132W,2.536303715,261.5928571,0
YPL240C,3.316312791,197.8317766,0
YBR196C,1.768298364,368.1666667,0
YHR052W,5.628481832,114.6789683,0
YBR069C,2.091641114,88.75,308.5
YOR181W,2.914331395,219.1448413,0
YBR072W,2.189475311,290.1309524,0
YBL007C,4.021243897,153.3925685,0
YNL064C,2.182583284,279.3538373,0
YDL017W,2.729268438,221.1321657,0
YDR448W,6.077803995,98.35561938,28
YKL008C,4.83640117,121.4404762,0
YDR301W,7.786168916,75.4,0
YBR127C,2.284357989,256.984596,0
YHR066W,6.604118716,87.6777417,0
YOR119C,4.333560999,133.4865079,0
YLR147C,5.469011811,105.5357143,32
YAL043C,8.526016004,66.3297619,0
YHR099W,5.593442762,100.9966629,0
YOR117W,4.586858978,122.152381,0
YOL139C,3.538954667,156.9785714,0
YDL145C,3.120359632,176.8011905,4.777777778
YBR217W,2.64471051,208.275,8
YPL235W,2.63799435,208.455772,75.33333333
YBL099W,2.780268304,195.3414106,0
YOR267C,3.237079378,166.3333333,0
YDL087C,5.731864993,93.4,0
YDR307W,3.224774726,165.6666667,135.25
YGR095C,5.686936574,92.5,68
YBR055C,2.153825022,244.1666667,0
YMR058W,4.219406665,124.4290043,0
YIL021W,3.489074661,149.0952381,0
YLR074C,3.457200577,148.6880952,0
YGL019W,3.529082527,141.9630952,0
YDL047W,2.627417305,189.9400072,0
YDL043C,2.046315907,243.5833333,0
YGL111W,3.861159587,127.3333333,0
YDR328C,2.682429066,179.9244551,0
YGR052W,1.843843127,261,0
YBR142W,3.814377592,126,0
YFL037W,2.317028648,206.3198274,0
YBR160W,1.924563319,248.3820579,0
YHR026W,5.394553631,88.25952381,0
YLR018C,3.520532591,134.45,0
YMR125W,4.777084336,97.34166667,2
YDL188C,3.363619046,137.3035714,0
YDL140C,3.375780138,136.7160018,0
YLR277C,7.327552494,59.6952381,36
YOR259C,4.941030261,88.04671717,0
YFR010W,5.480128151,79.18333333,0
YHR110W,2.273717182,154,190.5
YEL002C,4.852809085,88.62056277,0
YJL076W,3.191025836,133.9857143,0
YKR002W,7.6339498,55.26190476,44
YPR178W,4.4419114,94.74188312,0
YDR404C,4.230379104,99.25119048,0
YGL158W,2.103679577,197.6666667,0
YCR002C,3.177964371,130.3240647,0
YEL037C,5.308070796,77.56666667,8
YGL112C,4.781338481,85.29261849,0
YHL042W,4.747907604,85.83549784,0
YPL140C,2.645579645,153.5858296,0
YER177W,2.680328625,149.42838,0
YMR290C,3.913576156,77.20180375,102
YOR174W,2.260595667,34.8,170
YPL204W,2.673959931,141.7634427,0
YKR026C,2.190180903,168.2666667,0
YFL017W-A,5.431393749,67.77301587,0
YJR093C,5.702655005,63.85,36
YER172C,4.66795678,77.49087302,0
YCR057C,4.102699389,88.07380952,14
YDL059C,2.141453912,168.0821429,51.83333333
YCR088W,3.010626089,119.1666667,0
YMR001C,2.587029976,138.5357684,0
YGR090W,4.008516913,88.61454069,0
YBR198C,3.625963496,95.94444444,34
YFL024C,3.498627982,98.9,34
YDR118W,5.844139702,58.96666667,0
YBL026W,3.278167463,105.0010367,0
YDL101C,1.650653271,204.6666667,0
YLR291C,1.908211659,175.4833333,0
YOL094C,2.687039943,123.8535714,0
YKL059C,7.396064627,44.91428571,0
YBR272C,3.879825612,85.08333333,0
YGR195W,5.488005589,43.90745921,60
YHR082C,2.358079679,139.252381,0
YER112W,3.41293148,95.73690476,0
YDL225W,2.994177143,108.8143939,26
YDR195W,7.006423402,46.37142857,0
YNL290W,2.684408676,119.8130952,0
YOR151C,3.086936781,103.3105576,0
YLR438C-A,4.571437595,68.93253968,6
YDR280W,5.216186987,60.28571429,22
YGL011C,4.309674691,71.35,0
YPL093W,3.643977163,84.08690476,66
YBR154C,3.777743149,79.87579365,4
YPL203W,3.30469311,91.07388167,0
YKL173W,4.652819809,64.59047619,0
YGR162W,2.814839318,106.7333333,0
YMR059W,1.440671237,208.5,0
YDL007W,5.159256034,57.61839827,0
YFR053C,1.343559008,220.1355339,0
YLR044C,2.264887883,127.6483183,0
YMR149W,4.645520621,62.19393939,0
YHR142W,3.459042668,83.02142857,20
YPR107C,5.755366513,49.35,0
YLR127C,5.511412429,51.5,0
YBR081C,4.972788782,55.83433934,0
YPR028W,3.099465069,89.54761905,0
YGR013W,6.289705858,44.08174603,0
YER148W,3.483938938,79.5357067,30.5
YOL021C,5.419143591,51.03016428,0
YCL059C,3.688180386,74.53333333,6
YHR197W,3.418411314,80.17857143,46
YDL008W,6.931342499,39.40634921,0
YOR224C,3.494794892,77.54761905,0
YNL317W,5.171725456,52.37969188,0
YLR096W,2.288840273,117.9835588,0
YIL061C,2.311896257,115.9666667,0
YDL213C,3.128121994,85.31541119,0
YKL129C,3.070139014,85.25968615,0
YPR156C,3.201667612,81.67651515,0
YPL227C,2.758499292,94.5,0
YJL095W,2.803725422,92.57738095,0
YDR148C,1.711609229,151.3333333,0
YJL081C,3.649187128,70.9015873,0
YPL178W,3.133945409,82.25,0
YOR361C,2.888431671,88.83333333,0
YHR165C,3.914175017,64.83888889,0
YLR347C,2.199543129,115.0474553,0
YDL134C,1.86659629,134.7309524,0
YER173W,1.891093446,130.797619,2
YOR039W,2.633383736,93.08531746,0
YDL155W,1.469813125,165.9952381,0
YPR103W,4.06478528,59.75,39
YGR274C,4.104904255,59.15649938,0
YHR086W,4.86912189,48.51388889,0
YOL051W,5.716818098,41.0781746,0
YOL132W,1.833082977,74.41666667,128
YPL274W,2.869212444,81.7,48.5
YGR119C,2.689200604,87,8.25
YGL161C,2.770335498,83.25,0
YML109W,2.383350156,96.23333333,0
YHR114W,1.477272727,154.7904762,0
YEL017C-A,2.860685756,78.96969697,0
YER029C,3.06314681,73.41666667,0
YDR308C,1.808292452,41.05,124
YDL005C,4.718470016,45.58690476,0
YEL051W,2.338637948,89.33333333,0
YBR079C,3.098175784,67.36865079,51
YLR175W,2.529236621,82.47837995,0
YJL157C,1.712864119,121.6597403,0
YGR156W,5.464088923,37.99761905,0
YER146W,3.550341209,58.35068543,0
YNL232W,5.246576408,39.29085082,0
YPR198W,1.929297146,106.5,0
YER165W,2.073699472,98.07504815,0
YJR007W,2.484821034,81.7,0
YDR176W,3.715805833,54.46883035,0
YBR119W,3.645604162,55.25,0
YOR249C,6.423869464,31.33333333,0
YDL014W,3.021971655,66.59404762,0
YDR477W,1.977872738,100.8799423,0
YOL055C,1.259360569,157.7833333,0
YPR182W,3.611059289,54.74444444,22
YBL039C,1.921903193,102.7190476,0
YGR020C,2.436570593,81,0
YOL148C,2.851129743,69.2,0
YHR016C,2.446104075,80.65,0
YDR334W,3.448645605,57.12656642,0
YDR060W,4.802811384,40.69227994,0
YGR240C,2.157922422,90.11304113,0
YGR245C,4.266206451,45.50454545,0
YDR378C,3.552876137,54.49206349,0
YJL041W,1.52790091,126.5,0
YHR135C,1.565821469,122.5230159,0
YIL131C,1.427233708,134.3519632,0
YBR200W,1.543455644,123.8,0
YGL104C,1.403077129,136,56.5
YMR240C,3.050118767,62.39430014,0
YOL012C,3.790543222,50.10714286,6
YDR414C,2.270867646,83.5,44
YOR014W,1.80145197,105.0475108,0
YGL198W,3.241493506,58.1209927,0
YML092C,3.094654098,60.8,0
YNR053C,1.844770283,101,26.5
YOR272W,4.205326423,44.25079365,0
YJR068W,2.183592005,84.85238095,0
YHR166C,3.653932717,50.65,0
YJL066C,0.908274348,203,0
YGL190C,2.317552926,79.3238265,0
YMR047C,1.408869396,130.0928571,7.25
YJL187C,1.853706761,98.77193362,0
YKL152C,1.249896002,145.9333333,0
YJL033W,4.330285938,38.45357143,42
YDR128W,1.983198191,89.82237346,0
YLR298C,5.428795375,32.32222222,0
YMR309C,2.831767321,61.74801587,45
YMR061W,4.973635419,34.96904762,0
YGL172W,2.998023765,56.9047619,8.25
YLR078C,3.197483147,53.08333333,0
YGL051W,3.076997127,54.66904762,0
YOR212W,1.410350754,117.8535354,0
YIL075C,2.79280499,58.46969697,0
YLR196W,0.84092135,194,0
YDL192W,0.92676002,176,0
YDR167W,3.650508227,44.67855682,0
YHR069C,4.280345472,38.08030303,0
YHR107C,2.198120468,73.91827617,18
YER118C,1.825862387,88.0482684,0
YPL070W,1.442444238,110.6666667,0
YJL124C,2.529096386,63.02261905,6
YPR111W,1.040442926,151.9461219,0
YLR427W,0.916537003,171,0
YGR083C,1.938426309,80.63333333,0
YGR040W,1.406486225,111.0134921,0
YMR186W,1.632014994,95.10833333,0
YLR079W,1.26753488,122.3,0
YMR308C,2.03130413,76.00862618,0
YBR103W,1.872794423,81.3,0
YOL149W,3.459875254,43.98571429,0
YNL030W,1.914304092,78.77366522,0
YER161C,1.751735612,85.87857143,0
YDR216W,2.670631773,56.08430135,0
YLR102C,2.458539765,60.33333333,0
YLR268W,2.643489673,55.28174603,0
YER082C,2.723386988,53.40514449,0
YNL147W,3.781222643,38.43452381,0
YER114C,1.12341113,129,0
YER025W,1.804440809,79.53358586,0
YOR351C,1.169411756,121.9166667,0
YJL020C,2.727406883,52.24238817,0
YDR225W,1.910159182,74.33333333,2
YBR258C,2.323763955,61,0
YBR193C,2.066779362,34.59642857,68.5
YDR473C,1.840610079,76.5,0
YDR429C,2.816379845,49.89444444,39.33333333
YBR247C,3.753950342,37.10950716,0
YNL172W,6.003530876,23.12857143,0
YBR135W,1.103771764,125.7876623,0
YJL140W,2.456898506,56.20714286,2
YKL068W,1.958908253,70.42857143,5
YJL164C,2.56057588,53.58333333,0
YDR523C,1.301713084,105.3571429,0
YOR254C,2.056205049,66.38333333,44
YHR158C,1.412485099,95.65800866,0
YMR314W,2.671004289,50.45,0
YMR236W,2.723613735,49.08333333,6
YHR041C,2.847502599,46.74117647,0
YER125W,2.045205224,65.06061643,0
YKL166C,1.565063961,84.95963203,0
YFR036W,5.692924815,23.12857143,0
YGR254W,1.560621199,84.15873016,0
YML098W,2.466422466,53,10
YPR120C,0.763126159,170.65,0
YLR293C,2.146075832,60.49249639,0
YKL018W,4.085018789,31.72619048,0
YHR186C,2.665243375,48.54861111,0
YJL098W,2.336410863,54.62302246,0
YGR262C,1.422597769,88.73214286,0
YCR077C,2.256308975,55.75555556,0
YAL007C,1.973700539,63.6,34
YPL061W,0.576703595,216,0
YLR421C,1.78731828,69.3,0
YNL071W,0.664088042,183.3333333,0
YDR227W,1.238667643,98.2805163,0
YLL023C,1.775076885,56.7,68.5
YOR341W,2.41671123,50.1968254,0
YBR017C,1.189415298,101.8559524,0
YER179W,1.142803375,104.5769841,0
YER022W,1.651376147,72.15039683,0
YKL161C,1.123238678,105.5,0
YGL127C,0.917878063,55.71666667,128
YLR275W,3.519364802,32.97698413,0
YER026C,1.782206875,64.18095238,0
YAL032C,2.877311857,39.41666667,0
YNL006W,2.621147246,42.89603175,0
YNR003C,3.248842909,34.58333333,6
YLR314C,2.071778518,53.99761072,12
YJL130C,1.349196946,82.86735326,0
YHL034C,1.243379944,89.43333333,0
YLR343W,0.91724268,43.5,120
YJR090C,1.309952112,83.8136109,0
YNL230C,1.461159103,75,0
YNR010W,1.073846667,16.77261905,102
YHL004W,1.800068811,60.5,0
YML065W,2.983727002,36.44155844,2
YER171W,1.716019169,63.36180817,0
YKL103C,1.523618774,71.34761905,0
YPL129W,0.935759589,116,0
YHR089C,1.990382992,54.5,2
YOL069W,2.418787707,44.58333333,0
YLR335W,2.684453381,40.0458042,8
YBR152W,2.943889275,36.5,0
YDR235W,2.220736233,48,0
YJR076C,2.02081464,52.19659842,12
YKL104C,0.896770955,117.3333333,0
YER167W,1.080168601,97.33333333,0
YLR310C,1.169948893,89.18452381,0
YNL271C,0.931317081,111.9494418,0
YBR060C,3.558554982,29.11688312,2
YIL128W,0.891715339,115.8333333,0
YNL298W,1.572340059,65.45687646,0
YGR097W,1.771129045,57.66666667,0
YAL021C,2.532207063,39.97165993,0
YLR015W,2.823810864,35.8,0
YHL030W,2.560349984,39.40833333,0
YNL113W,1.197291934,83.87619048,0
YDR143C,0.762627237,131.5,0
YDR099W,1.565470948,63.89484127,0
YGL003C,1.031666751,96.61190476,0
YJR042W,2.759782352,35.78571429,15.58333333
YKL022C,4.629119287,21.03333333,0
YDR101C,2.22986791,43.55,0
YJL106W,1.082647567,89.1,0
YLR423C,1.145284255,83.92069597,0
YDR356W,1.917687271,50.07449495,2.25
YPL138C,2.823810864,33.98831169,0
YBR087W,2.178310423,44.05357143,0
YGL070C,1.571428571,60.90238095,2
YDR309C,1.945945389,48.89285714,0
YJL069C,1.839126756,51.26666667,0
YNL250W,1.495203514,62.33184071,0
YOL005C,1.534410604,60.66666667,0
YDL185W,1.385239389,66.33928571,0
YDR386W,1.399968677,64.6070079,0
YAR003W,2.025359187,44.65,0
YNL002C,2.960124718,30.42748918,0
YHR118C,3.737126411,24.03246753,0
YMR078C,1.335370552,67,0
YPL042C,2.321842642,38.45739538,0
YAR007C,1.500484338,59.28215666,0
YFR051C,3.048533999,29.06547619,0
YOR244W,2.907394771,30.19803922,22
YMR117C,1.231985356,71.25,0
YIL148W,1.220745561,71.79444444,0
YMR146C,2.17528006,40.10808081,33.33333333
YMR213W,3.887192317,22.34340659,0
YDR240C,2.582653503,33.6,0
YCR033W,3.136494253,27.51428571,0
YHR061C,1.808781083,47.25357143,0
YMR273C,2.284400448,37.2219697,0
YGR074W,2.47166888,34.29166667,0
YJR066W,2.556692815,32.93214286,0
YOL087C,0.734663551,114,0
YCR093W,3.532350647,23.61309524,0
YDL239C,0.922047342,90.43767899,0
YKL144C,3.155972376,26.41666667,6
YDR276C,1.803248412,46.21111111,0
YOR206W,1.993633887,41.75,0
YNL244C,1.284106983,64.73214286,0
YER006W,2.513500015,32.97857143,0
YIL004C,2.753693261,29.98015873,0
YLR229C,1.761708171,46.81354895,0
YLR191W,1.976628998,41.54603175,0
YDL116W,2.309381323,35.4547619,0
YCL027W,0.462791454,176.7333333,0
YLR216C,0.954516648,83.86666667,0
YGL092W,3.006981051,26.42490842,0
YGR252W,2.471528565,32.02206784,6
YBR175W,1.83008658,43.13333333,0
YPL124W,1.31842177,59.7,2.25
YDR142C,1.055657228,74.16666667,0
YDR507C,1.671906426,46.76211901,0
YGR136W,0.768521771,101,0
YOR332W,1.871484583,41.33333333,0
YGL237C,1.19344814,64.7,4.5
YJL203W,1.142286827,66,0
YGR238C,1.158724723,64.9047619,0
YAL015C,1.276169138,57.85509228,0
YDR496C,1.965968195,37.42857143,0
YGR172C,1.709879345,42.95,0
YPL256C,0.966618945,75.8,0
YLR197W,1.095021431,66.33333333,6
YNL025C,1.728983102,41.94047619,0
YMR214W,1.111462345,65.23928571,0
YMR197C,2.482349979,29.05555556,1
YDL076C,1.395537796,51.66666667,0
YBL085W,1.372260169,52.09930347,0
YOR116C,2.928386937,24.38452381,0
YIL066C,0.966419427,73.25198413,0
YDR171W,1.168984293,60.45838345,0
YGR120C,1.554236312,45.47142857,0
YER110C,1.142276,61.86598124,0
YDR036C,2.366666667,29.83333333,0
YKL057C,2.648728983,26.61263736,0
YNL135C,0.930195158,75.7228133,0
YBR251W,1.808288549,38.83333333,0
YDL232W,3.032653117,23,0
YDR469W,2.323763955,30,0
YNR031C,1.558370432,44.53778966,0
YOL004W,1.433460767,48.32893551,0
YDR359C,1.561153254,44,12
YGL115W,1.582080655,43.11547619,0
YKL081W,0.891004745,76.33333333,0
YNL094W,1.869771273,36.0355483,0
YIL112W,2.983716475,22.56450216,0
YDR443C,1.999215086,33.5,10
YLR026C,2.592450432,25.65396825,4.5
YCR024C-A,1.557287417,42.3,0
YFL008W,2.331918926,28.03055556,0
YDR335W,2.15379994,30.31748529,0
YGL173C,1.477763072,43.82739234,0
YCL028W,0.539414064,120,0
YPL254W,1.697778812,37.8,2
YNL207W,2.318588093,27.6047619,0
YHR058C,1.451178887,28.2,44
YDR228C,2.52944,25.2297619,0
YBL084C,5.74027972,11.07857143,0
YGL240W,5.74027972,11.07857143,0
YDR127W,1.12469347,56.11564685,0
YLR384C,2.722220448,23.17142857,0
YGL194C,3.289125832,19.14393939,0
YPR162C,3.610616883,17.42857143,2
YGL206C,1.13770149,55.13013376,0
YCL040W,0.741911835,84.50952381,0
YIL095W,1.50721816,41.51259778,0
YCR035C,2.441993464,25.53333333,20
YAR002W,1.403137676,43.48757909,0
YOR005C,1.551148172,39.19864857,0
YNL236W,1.899450285,28.92380952,32
YPL161C,0.827073625,73,0
YOR001W,2.144254997,19.80869963,28
YNL132W,2.30113382,26.09014727,0
YDR202C,1.224282591,49,0
YDR192C,1.602765683,37.42857143,0
YGR218W,1.079476052,55.01273449,0
YMR284W,0.975001356,59.77119547,0
YGR005C,0.76415156,76.25,0
YLL050C,1.155083617,50.23416415,0
YDR306C,0.301018427,192,0
YER059W,0.500147073,115.25,0
YJL173C,1.115055445,51.60918803,0
YDL055C,0.833424686,68.93333333,0
YML075C,1.574701442,36.43333333,0
YGL197W,0.868876883,65.66666667,0
YLR385C,0.956931333,59.5,0
YLR097C,0.538997944,105.3333333,0
YAR019C,0.721443058,78.6031746,0
YGL120C,1.802750484,31.41666667,0
YDR480W,1.595835735,35.39285714,0
YHL007C,1.32412433,42.52352092,0
YNL093W,1.545748292,35.85714286,0
YKR082W,2.257782868,24.50558608,0
YOL068C,2.765900383,19.97142857,0
YDR277C,0.816162398,67.5,0
YPR119W,0.992176855,55.50261968,0
YIL046W,1.048148587,52.42974183,0
YPR072W,2.976576188,18.26666667,12
YML123C,1.159444793,46.70833333,0
YHR179W,0.459513182,117.3333333,0
YKL095W,1.488378509,36.13118132,0
YJL194W,2.116614228,25.33766234,0
YFL038C,1.329637058,40.27096744,0
YLR117C,3.629471819,14.66904762,0
YDR190C,1.283012501,41.43241057,0
YOR270C,2.096171959,25.33257576,0
YDR212W,0.83310863,63.5,0
YLL036C,3.642107368,14.5218254,0
YAL016W,1.474692386,35.76247772,0
YGL049C,1.456946746,36.16944444,0
YOR080W,1.13154381,46.56587302,0
YCR009C,1.369375637,38.18073593,0
YDL111C,3.097950283,16.7999445,0
YNL161W,1.200033218,43.31190476,0
YDR145W,1.820091363,28.48585859,22
YKL016C,2.543605936,20.33333333,0
YDR247W,1.202282253,43,0
YKL042W,1.249817176,41.25,4
YFR002W,1.601105845,31.75,4
YGR186W,1.040543211,48.58654679,0
YBR270C,0.472724738,106,0
YLR258W,2.267250486,22,0
YBR039W,0.765490433,64.8,0
YGR158C,2.252856506,18.20555556,22
YBR109C,0.880033166,56.28134256,0
YNL287W,1.618106365,30.57142857,0
YJL002C,2.706011262,18.25,6.041666667
YIL026C,1.215775252,40.6,0
YGL100W,1.236738923,39.71428571,8.75
YER054C,1.30709501,37.5,0
YEL009C,1.919322953,25.47789988,0
YNL263C,1.878748196,25.99448985,0
YDR466W,0.778311391,62.33333333,0
YOR076C,2.292892157,21.11111111,0
YNL044W,1.088044454,43.98333333,26
YBL049W,0.662528811,72,0
YER157W,1.787282686,26.68809524,0
YPL151C,1.479448473,32,0
YFL016C,1.116335981,42.07726163,0
YIL106W,0.710443477,65.92857143,0
YDL002C,1.166159477,40.06666667,0
YML067C,1.071382704,43.4,0
YPL049C,1.565458677,28.875,0
YJL034W,0.940475015,47.77980557,0
YHR088W,1.307123856,34.33333333,0
YKL012W,2.489974354,18,0
YCL037C,0.668926932,67,0
YFL005W,0.683134921,65.5,0
YGL116W,0.503662121,88.65,0
YJL061W,1.28316841,34.79102564,0
YLR208W,1.891041705,23.58928571,4.625
YDR131C,0.463634834,96,0
YPR041W,2.270392243,19.46226829,0
Q0085,2.864194728,15.33571429,0
YPL248C,1.426692091,30.775,0
YML057W,0.584930451,74.8,0
YKL196C,2.124782875,20.34444444,0
YOL003C,1.163426357,37,1
YER009W,0.869420918,49.5,0
YIL062C,2.255894312,19,0
YML046W,1.952971492,21.75,0
YGR135W,1.414388328,29.96904762,0
YKR029C,2.541010284,16.40021645,0
YBR279W,2.397586134,17.25217391,0
YJR065C,2.351277942,17.56854257,0
YOR027W,0.750526187,54.88571429,0
YBR234C,1.483566639,27.71428571,0
YOR319W,0.713149292,57.08333333,2
YKL060C,0.93449424,43.21336996,0
YFL041W,1.151532804,35,0
YNL175C,1.680164239,23.87416458,0
YBR245C,2.874789916,13.86111111,0
YHR188C,0.538154082,73.66666667,0
YNL130C,1.025194789,38.58333333,0
YGR113W,0.866364357,10.64285714,45.5
YMR223W,2.046553773,19.08080808,0
YJR033C,1.224282591,31.88912656,0
YDR238C,1.507362991,25.83333333,3
YAL041W,1.166532421,33.06969697,0
YDR377W,2.370955924,16.16666667,0
YDR211W,1.822782962,20.96212121,0
YMR054W,1.525749107,24.83333333,0
YJL074C,1.464258892,25.40277778,0
YLR370C,2.28985754,15.98571429,0
YOR136W,0.834179294,43.66666667,17.33333333
YMR199W,0.488333278,74.5,0
YOR106W,1.970959624,18.35555556,0
YDR097C,1.670507282,21.59924812,0
YHR119W,2.34749857,15.28484848,0
YDR087C,0.771541584,46.33333333,0
YBL050W,1.243243243,28.67222222,4.5
YKL013C,2.568738376,13.87662338,0
YLL011W,0.924868086,38.31208134,0
YPR115W,1.160826173,30.51673669,0
YMR276W,0.833626153,42.25,0
YNR035C,2.104392387,16.71298701,0
YDR260C,0.569331061,61.55,0
YOR260W,2.188809625,15.78030303,0
YHR007C,0.824187559,41.83333333,0
YNR052C,2.177427826,15.82857143,0
YER094C,1.31431653,26.13333333,9.25
YJR091C,0.35,98.10758327,0
YGR109C,0.685348451,50.06147186,0
YML049C,2.867144002,11.96111111,0
YMR201C,0.999139412,34.2,2
YOR362C,1.527192961,21.63809524,5
YHR199C,0.428344247,77,0
YLL008W,1.160044407,28.41666667,0
YDR283C,0.989342402,33.22115385,0
YML015C,1.43054509,22.83333333,0
YOL038W,1.338132992,24.21785714,0
YPR054W,0.542681751,59.7,0
YNL166C,0.94896307,33.93333333,0
YHR191C,1.158447475,27.66666667,0
YLL004W,3.432045455,9.310064935,0
YER043C,0.667150115,47.8,0
YPR086W,0.635448276,50.12579365,0
YHR123W,0.886864771,35.75,0
YDR155C,1.011880916,31.2797619,0
YNL288W,3.342590063,9.455952381,0
YBR254C,1.400621118,22.4,0
YOR179C,0.8688348,36,0
YDL003W,1.502710812,20.77777778,0
YNL048W,0.682289181,45.68030303,0
YLR093C,1.513773389,20.5,0
YDL208W,1.120640628,27.66666667,4
YHR084W,1.371036774,22.54920635,0
YFL059W,1.620014245,19,0
YKR036C,1.18940676,25.5,0
YML012W,1.14969697,16.75,26.25
YPL180W,1.816778812,16.55555556,0
YPL237W,1.627820486,18.47222222,0
YPL259C,0.758935061,39.33333333,0
YKR001C,1.598936704,18.41666667,0
YDR224C,1.154024783,25.5,2
YCR079W,0.825813787,35.60119048,0
YGL061C,0.631578947,7.619047619,45.5
YAR027W,1.245599292,22.99047619,0
YLR292C,0.721391617,38.66666667,0
YDR122W,1.109878946,25.04761905,0
YJL052W,0.72629944,37.95555556,0
YNL182C,1.115447456,24.6743673,0
YJL214W,0.576412327,47.5,6
YPL086C,3.24969475,8.407142857,0
YMR139W,0.696545673,39.16666667,0
YGR200C,2.773504274,9.807142857,0
YNL243W,1.262378396,21.40216567,0
YNL265C,1.37280947,19.66666667,0
YIR003W,0.70889471,38,0
YMR093W,1.023238069,26.26666667,2
YJR077C,0.911347912,29.47593518,0
YOR089C,0.807066759,33.22142857,0
YAR028W,0.593638791,45,0
YML081C-A,2.144765448,12.45,0
YIL094C,0.589874073,45.25,0
YNL085W,0.229063778,116,0
YDL060W,1.508716359,17.6,0
YPL022W,0.835285905,31.702305,0
YDL042C,1.500834463,17.55396825,0
YPL010W,1.063061126,24.75,3
YOR098C,0.984732244,26.39585137,0
YMR055C,0.582123552,44.6,0
YNL118C,1.332163947,19.46731412,0
YIR001C,0.647032565,40,0
YNL307C,0.950279674,27.2281746,0
