Proteins,ECC,CC,GO,SubCell
YAL031C,0.385278927,0.704402516,0.202029915,0.057687075
YGR081C,0.057168797,0.247368421,0.01998047,0
YLR268W,0.005011762,0.666666667,0.000356125,0
YGL246C,0,0,0,0
YMR300C,0.984410915,0.975308642,0.006790123,0
YJL189W,0,0,0,0
YDR399W,0,0,0,0
YJR146W,0,0,0,0
YHR204W,0,0,0,0
YPR062W,0.070946845,0.383399209,0.037793803,0.032018141
YDR429C,0.02362039,0.015151515,0,0
YOL108C,0.092170625,0.549019608,0.027630805,0.009070295
YDR280W,0.001748817,1,0,0
YBR275C,0,0,0,0
YDR524C,0,0,0,0
YGL204C,0.665775258,0.931639443,0.019347499,0
YGR118W,0.009446603,0.266666667,0.003205128,0
YIL094C,0,0,0,0
YFL003C,0,0,0,0
YDL200C,0,0,0,0
YDL162C,0,0,0,0
YDR315C,0,0,0,0
YKL086W,0.504873103,0.544303797,0.384333028,0.855238095
YGR103W,0.016958228,0,0,0
YDR398W,0,0,0,0
YBR219C,0,0,0,0
YHR127W,0,0,0,0
YIR036C,0.016958228,0,0.000395695,0
YDL006W,0,0,0,0
YLR323C,0.007419225,0.333333333,0.000593542,0
YJL031C,0.001496861,0.333333333,0.001032764,0
YHR068W,0,0,0,0
YJL010C,0.019704305,0.166666667,0,0
YJR053W,0,0,0,0
YIL016W,0.99061323,1,0.006790123,0
YBR084CA,0.012153397,1,0.001899335,0
YLR170C,0,0,0,0
YPR201W,0,0,0,0
YNL211C,0,0,0,0
YMR083W,0.019182831,0.476190476,0.00730057,0
YLR093C,0.006701229,0.666666667,0.002403846,0
YGL064C,0,0,0,0
YGL148W,0.521519876,0.780337942,0.594373219,0
YDR087C,0,0,0,0
YMR279C,0,0,0,0
YGR225W,0,0,0,0
YDR344C,0.020812371,0,0,0
YPL153C,0.113236424,0.764705882,0.052966863,0
YDR404C,0,0,0,0
YMR182C,0.013874914,0.25,0.002107075,0
YDR295C,0,0,0,0
YJL032W,0,0,0,0
YOR142WA,0,0,0,0
YLR392C,0.011201616,0.052631579,0.001661918,0
YGR240C,0,0,0,0
YEL069C,0.008479114,0,0,0
YPR093C,0.019936085,0.133333333,0.028846154,0
YEL066W,0,0,0,0
YGL066W,0.004765013,0.095238095,0.00030525,0
YBR130C,0.005391212,0.3,0,0
YGR152C,0,0,0,0
YML038C,0.002335018,0.2,0.000748673,0
YKR101W,0.008479114,0,0,0
YFR016C,0.006495706,0.392857143,0.008190883,0
YPR082C,0.002448498,0.666666667,0,0
YGL210W,0,0,0,0
YCR020CA,0.156299654,0.670289855,0.029766144,0.023945578
YKL144C,0,0,0,0
YGL234W,0.005250976,0.133333333,0.001441588,0
YPR171W,0.019078007,0,0.001958689,0
YKR055W,0,0,0,0
YNR015W,0,0,0,0
YKL015W,0.040165579,0.289473684,0.017122962,0
YNL317W,0.007337695,0.066666667,0.001748252,0
YGR048W,0.023639301,0.038461538,0.001602564,0
YLR386W,0,0,0,0
YDR193W,0,0,0,0
YDR376W,0,0,0,0
YHR047C,0,0,0,0
YNL046W,0,0,0,0
YFL035C,0.015262406,0,0.003154253,0
YOL113W,0.025235532,0.088888889,0.010185185,0.000362812
YNL044W,0.000965187,0.1,0,0
YOR344C,0.018361727,0.333333333,0.0046415,0
YLR245C,0,0,0,0
YLR267W,0,0,0,0
YJR011C,0.45760161,0.790909091,0.126465365,0
YPR112C,0.030461015,0.085057471,0.005436706,0
YBL007C,0.015262406,0,0.002849003,0
YNL053W,0,0,0,0
YOR242C,0,0,0,0
YBR271W,0,0,0,0
YGL150C,0.022045697,0.047619048,0.000914055,0
YLR113W,0,0,0,0
YGR110W,0,0,0,0
YDR121W,0.001968182,0.666666667,0.012464387,0
YBR216C,0,0,0,0
YKL154W,0,0,0,0
YGR151C,0.067378676,0.484848485,0.001632241,0
YMR149W,0.051969904,0.678571429,0.002552232,0
YDR166C,0,0,0,0
YCR094W,0,0,0,0
YPL071C,0,0,0,0
YJR030C,0.070065268,0.692307692,0.010138321,0
YCR081W,0,0,0,0
YDR010C,0,0,0,0
YKL224C,0.024511669,0.013071895,0.00980122,0
YCR077C,0.374889808,0.806543385,0.064696106,0.038095238
YNL005C,0.023004885,0.138888889,0.011692783,0
YOR020C,0,0,0,0
YOR372C,0.013126876,0.571428571,0.003650285,0.000362812
YDR036C,0.001612875,0.035714286,0,0
YAL040C,0.67404291,0.965538847,0.019347499,0
YPL090C,0,0,0,0
YKR073C,0,0,0,0
YKL208W,0,0,0,0
YNL176C,0.010438441,0.619047619,0.004309117,0
YKR082W,0,0,0,0
YKL105C,0.199533174,0.443812233,0.065398041,0
YPR187W,0.674308399,0.96679198,0.072346866,0
YJR123W,0.00309672,1,0.000593542,0
YPL065W,0,0,0,0
YDL196W,0.448852767,0.725423729,0.26427807,0.319138322
YPR016C,0.038381751,0.141304348,0.021507428,0.001088435
YNL236W,0,0,0,0
YLR203C,0.030529684,0.022792023,0.009274946,0.029750567
YMR153W,0.00605651,0.333333333,0.00133547,0
YOR279C,0,0,0,0
YGL029W,0,0,0,0
YOL072W,0,0,0,0
YJR073C,0.984647954,0.975617284,0.007514245,0
YGR148C,0,0,0,0
YPL169C,0,0,0,0
YFL036W,0,0,0,0
YBL063W,0.002867936,0.142857143,0.001282051,0
YJL151C,0,0,0,0
YFL040W,0.01816953,0,0.001044634,0
YDL175C,0.012718671,0,0,0
YOR005C,0,0,0,0
YJR049C,0.679959556,1,0.019347499,0
YLR367W,0,0,0,0
YBR115C,0.003322574,0.166666667,0.000712251,0
YLR051C,0,0,0,0
YHR185C,0,0,0,0
YER158C,0,0,0,0
YGL263W,0,0,0,0
YLR059C,0,0,0,0
YBL051C,0,0,0,0
YMR271C,0,0,0,0
YGL078C,0.674308399,0.96679198,0.168981481,0
YLR333C,0,0,0,0
YGL215W,0,0,0,0
YIL172C,0.001456196,0.166666667,0.000741928,0
YDR408C,0.005237215,0.032608696,0.011467236,0
YDR259C,0,0,0,0
YBR201W,0,0,0,0
YFL029C,0,0,0,0
YKL109W,0,0,0,0
YPR156C,0,0,0,0
YJL099W,0,0,0,0
YLR132C,0.00631795,0.3,0.002301865,0
YNR007C,0,0,0,0
YLR128W,0,0,0,0
YDR262W,0.052964061,0.205533597,0.015101926,0
YLR321C,0.001461462,0.166666667,0,0
YDR120C,0,0,0,0
YDR372C,0.011603834,0.4,0.004867047,0
YBL014C,0,0,0,0
YBR178W,0,0,0,0
YLR217W,0.016316717,0.25,0.007202211,0
YDR004W,0,0,0,0
YPL084W,0,0,0,0
YFR022W,0.015262406,0,0,0
YJL106W,0.002020024,1,0.000356125,0
YKL119C,0,0,0,0
YLL028W,0,0,0,0
YNL273W,0,0,0,0
YBR162WA,0,0,0,0
YOR251C,0.492958928,0.61573499,0.281906288,0
YNL075W,0,0,0,0
YBL033C,0,0,0,0
YLR190W,0.665775258,0.931639443,0.112951092,0
YJL190C,0,0,0,0
YOR173W,0.135120304,0.673684211,0.031339031,0
YIL093C,0,0,0,0
YBR269C,0.051846242,0.352380952,0.009154541,0
YAL043C,0,0,0,0
YOR220W,0,0,0,0
YNR004W,0.037988663,0.00689038,0.069526551,0
YNL189W,0.037986759,0.1,0.005775702,0
YEL015W,0.020592135,0.166666667,0.001754624,0.000362812
YFR027W,0,0,0,0
YLR081W,0,0,0,0
YCL030C,0,0,0,0
YDR162C,0,0,0,0
YBL058W,0,0,0,0
YGR210C,0.014234871,0.007516779,0.034731125,0.00185941
YMR047C,0.093806555,0.696969697,0.020103276,0
YNL290W,0,0,0,0
YDR270W,0.008176289,1,0,0
YOR133W,0.018575954,0.7,0.009734093,0
YNL071W,0,0,0,0
YGR185C,0,0,0,0
YDR483W,0,0,0,0
YNL242W,0.370555387,0.748717949,0.088675214,0.038095238
YNL252C,0.008479114,0,0,0
YNL228W,0,0,0,0
YOL150C,0.005042504,0.333333333,0.000807217,0
YPL028W,0.00296769,0.166666667,0.00082672,0
YDR502C,0,0,0,0
YGL081W,0,0,0,0
YKR090W,0,0,0,0
YGR073C,0.026187823,0.045454545,0,0
YEL017W,0,0,0,0
YDR334W,0,0,0,0
YKR072C,0,0,0,0
YLR228C,0,0,0,0
YKL160W,0,0,0,0
YEL075C,0.004542383,0.011764706,0.007834758,0
YCL032W,0,0,0,0
YGR031W,0.001065527,0.333333333,0.000763126,0
YBL005W,0,0,0,0
YOL112W,0.070919664,0.933333333,0.017568851,0.003144369
YDR238C,0.008479114,0,0,0
YJR061W,0.018201765,0.082251082,0.006997939,0
YOR326W,0,0,0,0
YDR333C,0,0,0,0
YIL047C,0,0,0,0
YJL056C,0,0,0,0
YOL129W,0.01780614,0.5,0,0
YCR024CA,0,0,0,0
YNL187W,0.000459285,0.166666667,0.002136752,0
YIL071C,0.022257675,0.066666667,0.000890313,0
YLR263W,0,0,0,0
YML041C,0.004239557,0.071428571,0.001466473,0
YDL105W,0,0,0,0
YMR172W,0.002561399,0.333333333,0.000356125,0
YLR086W,0,0,0,0
YGL183C,0.003313549,0.166666667,0.000830959,0
YER145C,0,0,0,0
YAL014C,0.679959556,1,0.019347499,0
YDR064W,0,0,0,0
YPL077C,0.03788253,0.307692308,0.007023583,0
YPL016W,0,0,0,0
YLR034C,0,0,0,0
YMR176W,0.008509397,0.666666667,0,0
YGR032W,0.279018812,0.480442177,0.126484704,0
YGR074W,0.034496661,0.2,0.044040836,0
YJL138C,0,0,0,0
YJL018W,0,0,0,0
YCR042C,0.004239557,0.166666667,0.000152625,0
YPL232W,0,0,0,0
YLR209C,0,0,0,0
YOL008W,0,0,0,0
YPL276W,0.023825644,0.254545455,0.004839297,0
YGL190C,0,0,0,0
YNL227C,0,0,0,0
YML029W,0.679959556,1,0.019347499,0
YPR132W,0.666652408,0.932849365,0.019347499,0
YDR025W,0,0,0,0
YBR244W,0,0,0,0
YDR541C,0,0,0,0
YGR199W,0.000329467,0.166666667,0.000819088,0
YPL128C,0.004421252,0.133333333,0.000534188,0
YPR163C,0.002084844,0.4,0.00203585,0
YMR288W,0,0,0,0
YGL060W,0,0,0,0
YKL204W,0.049136299,0.424242424,0.007062999,0
YDL029W,0,0,0,0
YNL019C,0,0,0,0
YOR258W,0,0,0,0
YGL236C,0,0,0,0
YOR138C,0.211371284,0.729064039,0.047720798,0
YCR046C,0.015262406,0,0.000474834,0
YMR104C,0,0,0,0
YJR082C,0.101321313,0.456140351,0.010208927,0
YKL142W,0.046031788,0.378787879,0.0027641,0
YMR167W,0.002859029,0.095238095,0.000919991,0
YHR129C,0,0,0,0
YBR070C,0,0,0,0
YNR043W,0.001065527,0.333333333,0,0
YJR115W,0.045328197,0.125,0.011431574,0
YLR229C,0,0,0,0
YDR108W,0.001461462,1,0,0
YGR121C,0,0,0,0
YDR538W,0,0,0,0
YNL014W,0.079230744,0.470588235,0.025997151,0.016326531
YGR095C,0,0,0,0
YDR410C,0.095984227,0.56043956,0.02396766,0
YOL094C,0.005723402,1,0,0
YLR060W,0,0,0,0
YKL007W,0,0,0,0
YHR109W,0,0,0,0
YJL017W,0.343914445,0.606763285,0.158677588,0
YDR427W,0.492067389,0.676587302,0.151343242,0
YDR365C,0.050861932,0.381818182,0.011083978,0.002176871
YPR072W,0,0,0,0
YBR214W,0.015262406,0,0.00010175,0
YDL179W,0,0,0,0
YER083C,0,0,0,0
YIL086C,0.281390788,0.414377557,0.247091643,0
YER029C,0,0,0,0
YER019W,0,0,0,0
YOL091W,0.015262406,0,0.001187085,0
YML112W,0.069380381,0.291666667,0.078703704,0
YDL192W,0.192819438,0.723320158,0.018719925,0
YNL261W,0.021274601,0.244444444,0.002851547,0
YDR028C,0.334791836,0.763265306,0.231836759,0
YLR074C,0.0197846,0,0,0
YNL106C,0,0,0,0
YIR011C,0,0,0,0
YHR116W,0,0,0,0
YGL047W,0.01483845,0.5,0.002492877,0
YBR044C,0.012082738,0.333333333,0.00032375,0
YDL019C,0.126187389,0.742857143,0.012784476,0
YMR287C,0,0,0,0
YPL121C,0.006359336,0.166666667,0.000724122,0
YKL008C,0.003250327,0.1,0,0
YMR213W,0.004709713,0.107142857,0.006688682,0
YBR135W,0.22312779,0.698005698,0.034247388,0
YNL306W,0.004133568,0.166666667,0.001003086,0
YER016W,0.079633014,1,0.004036087,0
YBR257W,0,0,0,0
YER163C,0,0,0,0
YLR387C,0,0,0,0
YIL002C,0.163399375,0.831578947,0.015016619,0
YDL045WA,0,0,0,0
YHR195W,0,0,0,0
YDR527W,0,0,0,0
YER073W,0.606445942,0.438001638,0.802023979,0
YOR206W,0.076150699,0.173541963,0.033457167,0.01015873
YER148W,0.000569263,0.166666667,0,0
YJL076W,0.013374793,0.238095238,0.003561254,0
YIL026C,0.018442073,0.136363636,0.001513533,0
YGR204W,0.00261187,0.1,0,0
YGR072W,0,0,0,0
YGR276C,0,0,0,0
YAR014C,0,0,0,0
YKL127W,0,0,0,0
YNL087W,0,0,0,0
YPL212C,0,0,0,0
YAL059W,0,0,0,0
YDR190C,0,0,0,0
YNL169C,0.452372084,0.593350384,0.324258072,0.239092971
YCL059C,0,0,0,0
YNL335W,0,0,0,0
YOR081C,0.05783838,0.618181818,0.008050977,0.001834215
YGL137W,0,0,0,0
YDR066C,0,0,0,0
YJR100C,0.258168257,0.962962963,0.054724596,0
YML009C,0,0,0,0
YDL201W,0,0,0,0
YLR270W,0,0,0,0
YLR057W,0.0017986,0.3,0.000712251,0
YFL006W,0,0,0,0
YJL072C,0.679959556,1,0.019347499,0
YER074W,0.008479114,0,0,0
YML115C,0.001135596,0.001265823,0.000783476,0
YLR453C,0.035680203,0.071428571,0.029522792,0.00185941
YPL124W,0,0,0,0
YKR100C,0.183200001,0.868421053,0.013869683,0
YLR103C,0.022434373,0.142857143,0,0
YLR082C,0,0,0,0
YBR069C,0.008151512,0.3,0.001062897,0
YJR032W,0,0,0,0
YMR295C,0,0,0,0
YDR423C,0,0,0,0
YLR214W,0,0,0,0
YOL152W,0,0,0,0
YGR208W,0.483602002,0.831215971,0.189194325,0
YDL031W,0.005299446,1,0.000807217,0
YLR010C,0,0,0,0
YGR079W,0.001914258,0.071428571,0.000864876,0
YMR192W,0,0,0,0
YGL124C,0,0,0,0
YHR132C,0.017594162,0.666666667,0.001332926,0
YGR200C,0.019623093,0.011099692,0.02662037,0
YLR295C,0,0,0,0
YNL300W,0.083855787,0.666666667,0.032865283,0.002176871
YGR104C,0.012718671,0,0,0
YLR238W,0,0,0,0
YAL019W,0,0,0,0
YEL057C,0,0,0,0
YDR433W,0.030329139,0.105072464,0.011989554,0
YOL069W,0,0,0,0
YDR214W,0.028880736,0.023715415,0.009939135,0
YER118C,0.511750474,0.456999522,0.830543685,0.913560091
YLR197W,0.002685053,0.066666667,0,0
YGR087C,0.07041519,0.777777778,0.006588319,0
YNL121C,0.50122547,0.671634615,0.30125831,0
YHR196W,0.012718671,0,0.012108262,0
YOR111W,0.003633906,0.047619048,0.000712251,0
YBL025W,0.013271657,1,0.00072073,0
YGR067C,0.064908931,0.419047619,0.016680657,0.001834215
YDL145C,0,0,0,0
YOR161C,0,0,0,0
YBL024W,0,0,0,0
YBL101C,0,0,0,0
YJL029C,0.171448627,0.810526316,0.012055028,0
YJR043C,0.029251651,0.14379085,0.012053757,0
YNL263C,0,0,0,0
YHL043W,0.003618243,0.166666667,0.000929318,0
YJL057C,0.016192258,0.333333333,0.005193495,0
YNL090W,0.130315301,0.876190476,0.030039174,0
YPL234C,0,0,0,0
YOR093C,0.004335911,0.333333333,0,0
YGR004W,0.010412947,0.138888889,0.003472222,0
YKL135C,0,0,0,0
YER164W,0.071651727,1,0.007100461,0
YMR060C,0.04603649,0.533333333,0.001439228,0
YMR190C,0,0,0,0
YDL237W,0.243284759,0.84729064,0.029439696,0
YML025C,0.00839079,0.238095238,0.001454179,0
YDR150W,0.019855259,0.666666667,0.002759972,0
YMR311C,0,0,0,0
YFR057W,0,0,0,0
YKL116C,0,0,0,0
YJR019C,0,0,0,0
YHL036W,0.1291306,0.775,0.017194919,0
YBL099W,0,0,0,0
YBR128C,0,0,0,0
YGR026W,0,0,0,0
YLR358C,0.001281185,0.333333333,0,0
YBL079W,0,0,0,0
YOL011W,0,0,0,0
YCR036W,0.019078007,0,0.002492877,0
YGL213C,0.009731711,0.3,0.005911681,0
YGR180C,0.012718671,0,0.002340252,0
YMR022W,0.005723402,0.166666667,0.000792379,0
YML028W,0,0,0,0
YBR034C,0,0,0,0
YER176W,0.975726954,0.952122855,0.006790123,0
YBL087C,0.093590172,0.594771242,0.05715812,0.004353741
YBR253W,0,0,0,0
YDR479C,0.004094939,0.071428571,0.000534188,0
YOR303W,0,0,0,0
YPR145W,0,0,0,0
YHR190W,0.015262406,0.3,0,0
YPL036W,0,0,0,0
YJR097W,0,0,0,0
YDL128W,0.080182392,0.49122807,0.044960826,0
YML015C,0.022680237,0.383333333,0.011460877,0
YDR195W,0.012718671,0,0,0
YJL112W,0.00605651,0.333333333,0,0
YCR034W,0,0,0,0
YKL137W,0.033775138,0.066666667,0.008973087,0
YLR310C,0,0,0,0
YIL174W,0.006315857,0.072727273,0.000797858,0
YIR017C,0.018271499,0.179487179,0.010983271,0
YJL061W,0,0,0,0
YKL023W,0,0,0,0
YML014W,0.002954843,1,0,0
YBR089CA,0,0,0,0
YLL062C,0,0,0,0
YDR023W,0.016958228,0,0,0
YER075C,0.017999523,0.166666667,0.002492877,0
YHR113W,0,0,0,0
YKL026C,0.008479114,0.333333333,0.001780627,0
YML056C,0,0,0,0
YNL234W,0.197369003,0.792207792,0.06537444,0.018503401
YPR162C,0,0,0,0
YLR460C,0.003936732,0.166666667,0.000712251,0
YLR141W,0,0,0,0
YOR154W,0.99061323,1,0.006790123,0
YNL067W,0,0,0,0
YGL010W,0.114659576,0.792022792,0.073005698,0
YJL069C,0,0,0,0
YLR028C,0.022610971,0.104575163,0.002973647,0
YOL086C,0.068829839,0.578347578,0.05736162,0
YLR449W,0.020427701,0.095238095,0.007631258,0
YGR144W,0.016958228,0,0.004036087,0
YGL003C,0.001033392,0.333333333,0,0
YKR069W,0,0,0,0
YGR292W,0.026484833,0.054945055,0.00295584,0
YMR080C,0.046107937,0.488888889,0.008343508,0
YBR234C,0,0,0,0
YDR199W,0.02067607,0.5,0.00503663,4.03E-05
YGL100W,0,0,0,0
YDR107C,0,0,0,0
YOR087W,0,0,0,0
YDR387C,0,0,0,0
YNL036W,0.011273368,0.166666667,0.000821303,0
YHR023W,0.017830599,0.333333333,0.002849003,0
YJL137C,0,0,0,0
YDR453C,0.015262406,0.3,0,0
YDL047W,0,0,0,0
YJR099W,0,0,0,0
YAL054C,0,0,0,0
YCR091W,0.002624488,0.2,0,0
YBR188C,0,0,0,0
YDR026C,0.493183002,0.436185133,0.37428563,0
YDR496C,0.007381372,0.2,0,0
YIL022W,0,0,0,0
YPL092W,0,0,0,0
YJL043W,0.012718671,0,0,0
YNL272C,0,0,0,0
YEL074W,0,0,0,0
YLL046C,0.048496711,0.472727273,0.00613327,0
YBR289W,0,0,0,0
YHR179W,0.027001004,0.444444444,0.007448107,0
YKL028W,0,0,0,0
YFL021W,0.094574038,0.313846154,0.032168719,0
YDL185W,0,0,0,0
YLR053C,0,0,0,0
YHR214W,0,0,0,0
YPL008W,0,0,0,0
YLR040C,0,0,0,0
YGR295C,0.376806222,0.760784314,0.103108618,0
YLR003C,0,0,0,0
YEL064C,0.002664864,0.095238095,0.004451567,0
YMR124W,0.003327559,0.166666667,0,0
YJL050W,0,0,0,0
YER076C,0,0,0,0
YJR154W,0,0,0,0
YOR198C,0,0,0,0
YGR068C,0.034137081,0.106349206,0.022904946,0
YMR308C,0,0,0,0
YDL144C,0.000547609,0.066666667,0,0
YMR216C,0.011994622,0.714285714,0.012701804,0.006530612
YNL062C,0,0,0,0
YIL096C,0.114875416,0.16031458,0.615384615,0
YPL129W,0.00517891,0.088888889,0.000641026,0
YHR060W,0,0,0,0
YDR008C,0,0,0,0
YBR125C,0,0,0,0
YMR009W,0.002004154,0.333333333,0,0
YOL148C,0.015262406,0,0.002136752,0
YDR482C,0.017247044,0.166666667,0.006054131,0
YFR047C,0,0,0,0
YPL252C,0,0,0,0
YOR131C,0,0,0,0
YBL039C,0,0,0,0
YLR145W,0,0,0,0
YOR350C,0.011323407,0.106060606,0.007923789,0
YBR200W,0,0,0,0
YOR172W,0.094481559,0.371428571,0.012784476,0
YDL044C,0,0,0,0
YNL054W,0,0,0,0
YMR044W,0,0,0,0
YOL066C,0.037792623,0.8,0.003490028,0.000362812
YPL243W,0,0,0,0
YOL016C,0.076629995,0.964285714,0.001632241,0
YOR085W,0,0,0,0
YMR134W,0,0,0,0
YDL210W,0.002826371,0.027777778,0.000712251,0
YDR155C,0,0,0,0
YPL110C,0.080544141,0.666666667,0.045109212,0
YJR122W,0.001456446,0.027777778,0,0
YOR197W,0,0,0,0
YGL069C,0,0,0,0
YFL030W,0.012718671,0,0.000407,0
YPL026C,0,0,0,0
YCL010C,0.00334528,0.036363636,0.003561254,0
YNL086W,0,0,0,0
YIL009W,0,0,0,0
YHR096C,0,0,0,0
YPL159C,0,0,0,0
YDL098C,0,0,0,0
YOR386W,0.046221696,0.057040998,0.01462561,0
YFL039C,0.028052611,0.154411765,0.017411986,0
YDR309C,0.06259128,0.509090909,0.005843848,0
YPR191W,0.004707401,0.033333333,0.00105057,0
YDL226C,0.002296427,0.1,0.001322751,0
YOR101W,0,0,0,0
YPR161C,0,0,0,0
YHR108W,0.564354156,0.663828212,0.30656242,0
YNL002C,0,0,0,0
YHR182W,0,0,0,0
YOR286W,0.017152037,0.4,0.000732244,0
YHR164C,0,0,0,0
YMR313C,0,0,0,0
YGL052W,0,0,0,0
YBL082C,0,0,0,0
YJL097W,0.090283884,0.395256917,0.028531283,0
YGR274C,0.030922256,0.463157895,0.047727157,0
YKL173W,0,0,0,0
YMR296C,0,0,0,0
YER122C,0.353011281,0.881381381,0.188687085,0
YGR232W,0,0,0,0
YDR018C,0.018177101,0.166666667,0,0
YJR056C,0.02089496,0.1,0.002201502,0.000362812
YHR206W,0,0,0,0
YBR300C,0,0,0,0
YMR325W,0,0,0,0
YLR225C,0.99061323,1,0.006790123,0
YLR029C,0,0,0,0
YOL147C,0.092435552,0.993464052,0.050546059,0.000408163
YLR421C,0,0,0,0
YDR070C,0,0,0,0
YGL230C,0.037020418,0.014925373,0.038067061,0
YLR423C,0,0,0,0
YDL180W,0.197369003,0.792207792,0.018719925,0
YHR118C,0,0,0,0
YIL001W,0.029026834,0.238095238,0.011538462,0.004353741
YDR499W,0,0,0,0
YNR046W,0.092132349,0.419047619,0.04389245,0.00399093
YDR443C,0,0,0,0
YDR506C,0,0,0,0
YDL167C,0.010584814,0.058479532,0.005855718,0.008253968
YGR113W,0,0,0,0
YDR503C,0,0,0,0
YLR415C,0,0,0,0
YGL226W,0,0,0,0
YLR226W,0.002202367,0.333333333,0.000756766,0
YJR089W,0,0,0,0
YDR007W,0.99061323,1,0.006790123,0
YMR121C,0.018981653,0.163636364,0.001900183,0
YGL115W,0,0,0,0
YOR006C,0,0,0,0
YOR177C,0.015006404,0.098901099,0.001899335,0
YLR191W,0.027426186,0.038095238,0.000924355,0
YIL046W,0,0,0,0
YOR355W,0,0,0,0
YCL061C,0,0,0,0
YOR054C,0,0,0,0
YMR131C,0,0,0,0
YJL070C,0,0,0,0
YBL104C,0,0,0,0
YPL193W,0,0,0,0
YER069W,0,0,0,0
YOR292C,0.08408599,0.495073892,0.059425451,0.000362812
YBL003C,0.015553443,0.163636364,0.004748338,0
YPR160W,0,0,0,0
YPL136W,0,0,0,0
YLR289W,0.012082738,0.333333333,0.000715488,0
YAR042W,0.475740277,0.819116757,0.280486026,0.74276644
YCL054W,0,0,0,0
YBR138C,0,0,0,0
YMR244W,0,0,0,0
YGR291C,0.012718671,0.2,0.000807217,0
YLR105C,0,0,0,0
YDL106C,0.015262406,0,0.005555556,0
YKL020C,0.077000268,0.152688172,0.016443548,0
YFR037C,0.009568518,0.466666667,0.015135328,0
YFL005W,0.008864529,0.5,0.002314815,0
YFL060C,0,0,0,0
YLR331C,0,0,0,0
YHR024C,0.026221018,0.236363636,0.002190171,0
YLR044C,0,0,0,0
YMR076C,0.99061323,1,0.006790123,0
YMR194W,0.012718671,0,0,0
YPR111W,0.092236021,0.655172414,0.057586459,0
YMR229C,0.011901042,1,0.000712251,0
YOR132W,0,0,0,0
YOR262W,0,0,0,0
YJR079W,0.006359336,0.166666667,0,0
YAR044W,0,0,0,0
YNL072W,0,0,0,0
YLR461W,0.01816953,0,0,0
YJL034W,0,0,0,0
YHR032W,0.005191827,0.666666667,0.001767908,0
YLR178C,0,0,0,0
YCR007C,0.19258246,0.76284585,0.022139126,0
YBL090W,0,0,0,0
YKR093W,0,0,0,0
YLR140W,0.015188099,0.7,0.000712251,0
YNL214W,0,0,0,0
YGR053C,0.990215326,0.975925926,0.006790123,0
YER117W,0.013333401,0.333333333,0.002557628,0
YGL106W,0.033264217,0.109090909,0.006410256,0
YLR258W,0,0,0,0
YLR363C,0,0,0,0
YPL119C,0,0,0,0
YKL201C,0,0,0,0
YHR163W,0.002826371,0.027777778,0.000197847,0
